125,15
132,15
134,15
135,15
21,16
26,16
31,16
81,16
85,16
86,16
87,16
98,16
99,16
100,16
106,16
107,16
108,16
125,16
132,16
136,16
137,16
21,17
23,17
25,17
29,17
30,17
76,17
77,17
78,17
79,17
80,17
84,17
99,17
109,17
126,17
131,17
138,17
22,18
24,18
25,18
28,18
74,18
75,18
83,18
98,18
110,18
126,18
131,18
139,18
17,19
24,19
27,19
73,19
82,19
83,19
97,19
111,19
127,19
131,19
140,19
18,20
21,20
25,20
26,20
72,20
73,20
81,20
82,20
96,20
111,20
128,20
131,20
141,20
16,21
18,21
21,21
22,21
23,21
24,21
74,21
81,21
82,21
112,21
129,21
131,21
141,21
18,22
20,22
74,22
82,22
112,22
130,22
136,22
137,22
138,22
139,22
140,22
19,23
74,23
112,23
135,23
18,24
