50,41
58,41
129,41
130,41
131,41
133,41
141,41
142,41
14,42
15,42
16,42
38,42
52,42
59,42
131,42
143,42
17,43
18,43
19,43
20,43
21,43
37,43
59,43
64,43
131,43
144,43
22,44
36,44
60,44
63,44
65,44
130,44
144,44
145,44
22,45
36,45
58,45
62,45
64,45
71,45
130,45
146,45
147,45
148,45
23,46
35,46
59,46
63,46
72,46
73,46
74,46
131,46
149,46
23,47
35,47
60,47
73,47
75,47
132,47
149,47
23,48
35,48
62,48
63,48
64,48
74,48
75,48
76,48
132,48
148,48
24,49
35,49
70,49
77,49
132,49
148,49
24,50
35,50
69,50
70,50
75,50
133,50
147,50
24,51
35,51
69,51
71,51
72,51
73,51
75,51
76,51
133,51
146,51
24,52
35,52
68,52
74,52
75,52
77,52
134,52
145,52
25,53
34,53
66,53
67,53
77,53
134,53
144,53
25,54
34,54
