73,24
112,24
136,24
19,25
73,25
112,25
135,25
18,26
23,26
24,26
25,26
26,26
31,26
32,26
33,26
34,26
72,26
75,26
113,26
135,26
17,27
22,27
25,27
27,27
30,27
34,27
67,27
70,27
71,27
113,27
134,27
17,28
20,28
21,28
26,28
28,28
29,28
31,28
32,28
35,28
66,28
68,28
69,28
74,28
114,28
132,28
133,28
17,29
19,29
27,29
28,29
30,29
31,29
32,29
33,29
34,29
65,29
69,29
70,29
74,29
114,29
132,29
18,30
20,30
21,30
28,30
33,30
66,30
69,30
73,30
115,30
132,30
18,31
19,31
22,31
33,31
66,31
72,31
115,31
116,31
117,31
129,31
131,31
16,32
17,32
23,32
24,32
32,32
67,32
71,32
73,32
116,32
118,32
126,32
127,32
128,32
130,32
15,33
25,33
26,33
27,33
28,33
29,33
30,33
31,33
