39,33
40,33
41,33
67,33
116,33
119,33
124,33
125,33
130,33
14,34
38,34
42,34
43,34
44,34
66,34
117,34
120,34
124,34
130,34
14,35
33,35
39,35
41,35
45,35
46,35
47,35
65,35
118,35
121,35
124,35
14,36
32,36
34,36
40,36
42,36
47,36
62,36
63,36
64,36
67,36
121,36
124,36
125,36
126,36
13,37
33,37
35,37
42,37
47,37
54,37
55,37
61,37
122,37
125,37
12,38
34,38
36,38
41,38
48,38
53,38
56,38
61,38
123,38
124,38
126,38
12,39
35,39
37,39
39,39
40,39
48,39
52,39
56,39
59,39
60,39
61,39
66,39
125,39
126,39
127,39
135,39
136,39
137,39
12,40
35,40
38,40
49,40
51,40
57,40
59,40
61,40
66,40
128,40
132,40
134,40
138,40
139,40
140,40
13,41
36,41
37,41
38,41
39,41
